ID,F21,F22,F21a,F22a,F21b,F22b,F22c
439596,4150000,28765,415,9.5,322,9.100000381,9.5
439597,7400000,35068,740,11.60000038,647,11.80000019,12.30000019
439598,300000,15924,30,5.300000191,30,5.300000191,5.5
439599,3200000,31451,320,10.39999962,320,10.39999962,10.89999962
439600,770000,12332,77,4.099999905,77,4.099999905,4.300000191
439601,8240000,55124,824,18.20000076,724,18.20000076,19
439602,2500000,28338,250,9.399999619,250,9.399999619,9.800000191
439603,4000000,28918,400,9.600000381,307,9.800000191,10.19999981
439604,2000000,15193,200,5,200,5,5.199999809
439605,3200000,31456,320,10.39999962,320,10.39999962,10.89999962
439606,3300000,29632,330,9.800000191,330,9.800000191,10.19999981
439607,5500000,33597,550,11.10000038,550,11.10000038,11.60000038
439608,11000000,41633,1100,13.80000019,1100,13.80000019,14.39999962
439609,1160000,26673,116,8.800000191,116,8.800000191,9.199999809
439610,1920000,21053,192,7,192,7,7.300000191
439611,5500000,41551,550,13.69999981,426,11.80000019,12.30000019
439612,8700000,56959,870,18.79999924,760,18.79999924,19.60000038
439613,8800000,57708,880,19.10000038,770,19.10000038,20
439614,650000,,65,,,,
439615,5800000,33851,580,11.19999981,487,11.39999962,11.89999962
439616,2750000,28709,275,9.5,275,9.5,9.899999619
439617,4800000,27099,480,9,387,9.100000381,9.5
439618,750000,23112,75,7.599999905,75,7.599999905,7.900000095
439619,1950000,18567,195,6.099999905,195,6.099999905,6.400000095
439620,1300000,13732,130,4.5,130,4.5,4.699999809
439621,3000000,20990,300,6.900000095,238,7,7.300000191
439622,2200000,33083,220,10.89999962,220,10.89999962,11.39999962
439623,5800000,37257,580,12.30000019,490,12.30000019,12.89999962
439624,2300000,21770,230,7.199999809,230,7.199999809,7.5
439625,1600000,32237,160,10.69999981,160,10.69999981,11.19999981
439626,1800000,30570,180,10.10000038,180,10.10000038,10.60000038
439627,2200000,33846,220,11.19999981,220,11.19999981,11.69999981
439628,1500000,18498,150,6.099999905,150,6.099999905,6.400000095
439629,700000,25926,70,8.600000381,70,8.600000381,9
439630,2500000,27488,250,9.100000381,250,9.100000381,10
439631,4100000,74451,410,24.60000038,410,24.60000038,25.70000076
439632,3700000,48780,370,16.10000038,370,16.10000038,16.79999924
439633,7200000,40339,720,13.30000019,596,13.19999981,13.80000019
439634,730000,17877,73,5.900000095,73,5.900000095,6.199999809
439635,6000000,34145,600,11.30000019,600,11.30000019,11.80000019
439636,2900000,25564,290,8.5,290,8.5,8.899999619
439637,4300000,28792,430,9.5,430,9.5,9.899999619
439638,2500000,24272,250,8,250,8,8.399999619
439639,1200000,12902,120,4.300000191,120,4.300000191,4.5
439640,2430000,30971,243,10.19999981,243,10.19999981,10.69999981
439641,980000,29679,98,9.800000191,98,9.800000191,10.19999981
439642,2920000,21519,292,7.099999905,292,7.099999905,7.400000095
439643,4000000,31414,400,10.39999962,400,10.39999962,10.89999962
439644,1000000,14049,100,4.599999905,100,4.599999905,4.800000191
439645,4100000,101010,410,33.40000153,410,33.40000153,34.90000153
439646,3900000,30499,390,10.10000038,390,10.10000038,10.60000038
439647,2800000,22486,280,7.400000095,280,7.400000095,7.699999809
439648,2150000,23023,215,7.599999905,215,7.599999905,7.900000095
439649,2650000,27639,265,9.100000381,265,9.100000381,9.5
439650,1300000,22110,130,7.300000191,86.59999847,10,10.39999962
439651,5660000,31343,566,10.39999962,473,10.39999962,10.89999962
439652,1900000,23154,190,7.699999809,190,7.699999809,8
439653,7200000,47083,720,15.60000038,596,16,16.70000076
439654,23247870,33275,2324.800049,11,,211.344635,
439655,400000,,40,,,,
439656,400000,,40,,,,
439657,3300000,28562,330,9.399999619,330,9.399999619,9.800000191
439658,7270000,47115,727,15.60000038,637,15.60000038,16.29999924
439659,6600000,40276,660,13.30000019,590,13.30000019,13.89999962
439660,9890000,48227,989,15.89999962,899,15.89999962,16.60000038
439661,7250000,45115,725,14.89999962,610,14.89999962,15.60000038
439662,6750000,44009,675,14.5,595,14.5,15.19999981
439663,5560000,42909,556,14.19999981,556,14.19999981,14.80000019
439664,3250000,27367,325,9,325,9,9.399999619
439665,10500000,25485,1050,8.399999619,1050,8.399999619,8.800000191
439666,3900000,28830,390,9.5,390,9.5,9.899999619
439667,1900000,19740,190,6.5,190,6.5,6.800000191
439668,3400000,43996,340,14.5,340,14.5,15.19999981
439669,1900000,19701,190,6.5,190,6.5,6.800000191
439670,1500000,23534,150,7.800000191,150,7.800000191,8.199999809
439671,6600000,41770,660,13.80000019,570,13.80000019,14.39999962
439672,3450000,23687,345,7.800000191,283,8.100000381,8.5
439673,3200000,28150,320,9.300000191,320,9.300000191,9.699999809
439674,3650000,27622,365,9.100000381,365,9.100000381,9.5
439675,1850000,17493,185,5.800000191,123,5.699999809,6
439676,3650000,27622,365,9.100000381,365,9.100000381,9.5
439677,3750000,28256,375,9.300000191,282,9.100000381,9.5
439678,3520000,38399,352,12.69999981,352,12.69999981,13.30000019
439679,4150000,25927,415,8.600000381,415,8.600000381,9
439680,5800000,63140,580,20.89999962,580,20.89999962,21.79999924
439681,1550000,14938,155,4.900000095,155,4.900000095,5.099999905
439682,2500000,24714,250,8.199999809,250,8.199999809,8.600000381
439683,5650000,32567,565,10.80000019,472,10.89999962,11.39999962
439684,7350000,55086,735,18.20000076,735,18.20000076,19
439685,1750000,14850,175,4.900000095,175,4.900000095,5.099999905
439686,850000,18897,85,6.199999809,85,6.199999809,6.5
439687,2250000,28454,225,9.399999619,225,9.399999619,9.800000191
439688,1400000,24279,140,8,140,8,8.800000191
439689,1900000,33923,190,11.19999981,190,11.19999981,11.69999981
439690,1100000,15993,110,5.300000191,110,5.300000191,5.5
439691,1680000,25400,168,8.399999619,168,8.399999619,8.800000191
439692,3350000,24190,335,8,273,8.300000191,8.699999809
439693,1850000,24038,185,7.900000095,185,7.900000095,8.699999809
439694,5600000,43470,560,14.39999962,560,14.39999962,15
439695,600000,,60,,,,
439696,1150000,0,115,0,115,0,0
439697,900000,27654,90,9.100000381,90,9.100000381,9.5
439698,2500000,29727,250,9.800000191,250,9.800000191,10.19999981
439699,1400000,37127,140,12.30000019,140,12.30000019,12.89999962
439700,5500000,27258,550,9,457,9.399999619,9.800000191
439701,1500000,19186,150,6.300000191,150,6.300000191,6.599999905
439702,400000,,40,,,,
439703,2500000,32375,250,10.69999981,250,10.69999981,11.80000019
439704,780000,23967,78,7.900000095,78,7.900000095,8.300000191
439705,780000,23855,78,7.900000095,78,7.900000095,8.300000191
439706,2350000,20182,235,6.699999809,235,6.699999809,7
439707,2200000,19317,220,6.400000095,158,6.199999809,6.5
439708,1600000,14361,160,4.699999809,160,4.699999809,4.900000095
439709,1500000,13831,150,4.599999905,150,4.599999905,4.800000191
439710,1530000,17449,153,5.800000191,153,5.800000191,6.099999905
439711,1900000,27892,190,9.199999809,190,9.199999809,9.600000381
439712,1600000,24531,160,8.100000381,160,8.100000381,8.5
439713,470000,12447,47,4.099999905,47,4.099999905,4.5
439714,3130000,26822,313,8.899999619,313,8.899999619,9.300000191
439715,3250000,32295,325,10.69999981,325,10.69999981,11.19999981
439716,700000,11272,70,3.700000048,70,3.700000048,3.900000095
439717,1730000,19236,173,6.400000095,173,6.400000095,6.699999809
439718,1650000,15608,165,5.199999809,103,4.5,5
439719,2010000,21586,201,7.099999905,139,7.300000191,7.599999905
439720,2320000,16667,232,5.5,170,5.800000191,6.400000095
439721,14200000,67133,1420,22.20000076,1420,22.20000076,23.20000076
439722,2900000,28186,290,9.300000191,290,9.300000191,9.699999809
439723,1500000,27212,150,9,150,9,9.899999619
439724,2200000,23347,220,7.699999809,220,7.699999809,8
439725,6000000,26143,600,8.600000381,600,8.600000381,9
439726,3300000,36752,330,12.10000038,330,12.10000038,12.60000038
439727,1300000,19045,130,6.300000191,130,6.300000191,6.900000095
439728,3450000,19247,345,6.400000095,301.6000061,6,6.300000191
439729,3200000,36871,320,12.19999981,320,12.19999981,12.69999981
439730,1600000,19809,160,6.5,160,6.5,7.199999809
439731,4000000,25996,400,8.600000381,307,8.100000381,8.5
439732,2000000,27155,200,9,200,9,9.399999619
439733,1100000,28781,110,9.5,110,9.5,9.899999619
439734,4200000,79161,420,26.20000076,420,26.20000076,28.79999924
439735,1750000,30251,175,10,175,10,10.39999962
439736,1050000,15257,105,5,105,5,5.199999809
439737,1750000,18410,175,6.099999905,175,6.099999905,6.400000095
439738,4980000,35372,498,11.69999981,498,11.69999981,12.19999981
439739,2750000,20263,275,6.699999809,275,6.699999809,7
439740,3000000,22715,300,7.5,238,7.699999809,8
439741,2520000,27782,252,9.199999809,252,9.199999809,9.600000381
439742,5900000,31759,590,10.5,497,10.5,11
439743,1530000,21250,153,7,153,7,7.300000191
439744,3260000,21980,326,7.300000191,286,7.300000191,7.599999905
439745,2900000,19436,290,6.400000095,290,6.400000095,6.699999809
439746,900000,12245,90,4,90,4,4.400000095
439747,2080000,21817,208,7.199999809,208,7.199999809,7.5
439748,4560000,38030,456,12.60000038,406,12.69999981,13.30000019
439749,1800000,15077,180,5,180,5,5.199999809
439750,4100000,42118,410,13.89999962,323.2000122,12.5,13.10000038
439751,6000000,32850,600,10.89999962,600,10.89999962,11.39999962
439752,4190000,35080,419,11.60000038,419,11.60000038,12.80000019
439753,6300000,63977,630,21.10000038,490,23.60000038,26
439754,1500000,18072,150,6,,25.10750008,
439755,2400000,29126,240,9.600000381,240,9.600000381,10
439756,1200000,,120,,,,
439757,1580000,21228,158,7,158,7,7.300000191
439758,1000000,13774,100,4.599999905,100,4.599999905,5.099999905
439759,3300000,46610,330,15.39999962,330,15.39999962,16.89999962
439760,700000,9091,70,3,70,3,3.299999952
439761,1750000,25641,175,8.5,175,8.5,9.399999619
439762,1750000,20640,175,6.800000191,175,6.800000191,7.099999905
439763,500000,,50,,,,
439764,4500000,34055,450,11.30000019,450,11.30000019,11.80000019
439765,2000000,1816,200,0.600000024,,333.1885986,
439766,2470000,31553,247,10.39999962,247,10.39999962,10.89999962
439767,2980000,22242,298,7.400000095,298,7.400000095,7.699999809
439768,8000000,56689,800,18.70000076,800,18.70000076,19.5
439769,2000000,31487,200,10.39999962,107,10.5,11.60000038
439770,32900000,67774,3290,22.39999962,2885,22.39999962,24.60000038
439771,31040000,65107,3104,21.5,2814,21.5,23.70000076
439772,29160000,65097,2916,21.5,2771,21.5,23.70000076
439773,400000,10031,40,3.299999952,,12.06370068,
439774,1600000,17023,160,5.599999905,160,5.599999905,5.900000095
439775,2295975,4538,229.6000061,1.5,,153.0650024,
439776,10000000,90536,1000,29.89999962,1000,29.89999962,32.90000153
439777,2000000,18444,200,6.099999905,200,6.099999905,6.699999809
439778,8350000,44555,835,14.69999981,835,14.69999981,15.39999962
439779,4600000,43755,460,14.5,460,14.5,16
439780,1050000,11106,105,3.700000048,105,3.700000048,3.900000095
439781,1970000,46277,197,15.30000019,197,15.30000019,16.79999924
439782,5850000,43751,585,14.5,510,14.5,16
439783,8750000,69073,875,22.79999924,800,22.79999924,25.10000038
439784,7880000,64182,788,21.20000076,713,21.20000076,23.29999924
439785,6800000,51471,680,17,600,17,18.70000076
439786,5850000,57009,585,18.79999924,510,18.79999924,20.70000076
439787,6570000,49927,657,16.5,582,16.5,18.20000076
439788,6300000,47182,630,15.60000038,550,15.60000038,17.20000076
439789,6500000,48898,650,16.20000076,570,16.20000076,17.79999924
439790,6500000,48898,650,16.20000076,570,16.20000076,17.79999924
439791,9480000,86231,948,28.5,873,28.5,31.39999962
439792,4200000,38088,420,12.60000038,327,13.5,14.89999962
439793,1500000,19595,150,6.5,150,6.5,6.800000191
439794,3000000,20675,300,6.800000191,238,6.800000191,7.5
439795,180000,,18,,,,
439796,160000,,16,,,,
439797,180000,,18,,,,
439798,7200000,48454,720,16,720,16,17.60000038
439799,8870000,51413,887,17,747,17.29999924,18.10000038
439800,2790000,17928,279,5.900000095,279,5.900000095,6.199999809
439801,5700000,42334,570,14,570,14,14.60000038
439802,800000,,80,,,,
439803,2680000,31001,268,10.19999981,268,10.19999981,10.69999981
439804,2500000,33743,250,11.19999981,250,11.19999981,12.30000019
439805,29710000,62146,2971,20.5,2686,20.5,22.60000038
439806,7600000,47585,760,15.69999981,665,15.69999981,17.29999924
439807,27900000,62137,2790,20.5,2645,20.5,22.60000038
439808,2500000,36033,250,11.89999962,250,11.89999962,13.10000038
439809,29480000,65084,2948,21.5,2813,21.5,23.70000076
439810,3900000,37761,390,12.5,390,12.5,13.10000038
439811,9490000,45614,949,15.10000038,859,15.10000038,15.80000019
439812,7200000,46967,720,15.5,635,15.5,17.10000038
439813,6600000,34716,660,11.5,567,11.69999981,12.89999962
439814,1100000,15683,110,5.199999809,110,5.199999809,5.400000095
439815,4000000,34372,400,11.39999962,400,11.39999962,11.89999962
439816,450000,12458,45,4.099999905,45,4.099999905,4.5
439817,2550000,30988,255,10.19999981,255,10.19999981,11.19999981
439818,5600000,31626,560,10.5,467,10.5,11
439819,1660000,19662,166,6.5,166,6.5,6.800000191
439820,1950000,19789,195,6.5,195,6.5,6.800000191
439821,5100000,34090,510,11.30000019,510,11.30000019,11.80000019
439822,2850000,26463,285,8.699999809,285,8.699999809,9.600000381
439823,4700000,25114,470,8.300000191,408,8.600000381,9.5
439824,2950000,23407,295,7.699999809,233,8,8.800000191
439825,4200000,24433,420,8.100000381,358,8.5,9.399999619
439826,8900000,83615,890,27.60000038,890,27.60000038,28.79999924
439827,3500000,33043,350,10.89999962,350,10.89999962,12
439828,2460000,20250,246,6.699999809,246,6.699999809,7
439829,2400000,23129,240,7.599999905,240,7.599999905,7.900000095
439830,2450000,21163,245,7,183,7.699999809,8.5
439831,3250000,24681,325,8.199999809,281.6000061,7.900000095,8.699999809
439832,4639200,6050,463.8999939,2,,231.9660797,
439833,950000,13062,95,4.300000191,95,4.300000191,4.5
439834,5350000,47922,535,15.80000019,535,15.80000019,17.39999962
439835,14000000,104423,1400,34.5,1400,34.5,38
439836,6080000,47743,608,15.80000019,533,15.80000019,17.39999962
439837,6250000,49265,625,16.29999924,550,16.29999924,17.89999962
439838,6300000,49713,630,16.39999962,555,16.39999962,18
439839,6260000,49355,626,16.29999924,551,16.29999924,17.89999962
439840,4590000,53848,459,17.79999924,459,17.79999924,19.60000038
439841,6260000,49355,626,16.29999924,551,16.29999924,17.89999962
439842,14800000,75626,1480,25,1324,27.10000038,29.79999924
439843,6350000,50161,635,16.60000038,560,16.60000038,18.29999924
439844,3130000,19079,313,6.300000191,313,6.300000191,6.599999905
439845,2000000,24163,200,8,200,8,8.800000191
439846,1930000,31376,193,10.39999962,193,10.39999962,10.89999962
439847,2350000,32327,235,10.69999981,235,10.69999981,11.80000019
439848,4200000,25627,420,8.5,420,8.5,9.399999619
439849,1950000,24398,195,8.100000381,195,8.100000381,8.899999619
439850,900000,24466,90,8.100000381,90,8.100000381,8.5
439851,5400000,55154,540,18.20000076,540,18.20000076,20
439852,2850000,26781,285,8.899999619,285,8.899999619,9.300000191
439853,4639200,6050,463.8999939,2,,231.9660797,
439854,927800,6050,92.80000305,2,,46.39442444,
439855,927800,6050,92.80000305,2,,46.39442444,
439856,927800,6050,92.80000305,2,,46.39442444,
439857,927800,6050,92.80000305,2,,46.39442444,
439858,927800,6050,92.80000305,2,,46.39442444,
439859,1250000,13704,125,4.5,125,4.5,5
439860,2100000,19287,210,6.400000095,210,6.400000095,7
439861,2250000,26078,225,8.600000381,225,8.600000381,9
439862,2050000,21405,205,7.099999905,205,7.099999905,7.800000191
439863,1300000,20921,130,6.900000095,130,6.900000095,7.199999809
439864,2200000,21560,220,7.099999905,220,7.099999905,7.400000095
439865,10880000,56677,1088,18.70000076,988,18.70000076,19.5
439866,1000000,31279,100,10.30000019,100,10.30000019,11.30000019
439867,1320000,18985,132,6.300000191,132,6.300000191,6.900000095
439868,1760000,17434,176,5.800000191,176,5.800000191,6.400000095
439869,3050000,23100,305,7.599999905,265,7.599999905,8.399999619
439870,720000,22529,72,7.400000095,72,7.400000095,7.699999809
439871,2000000,18329,200,6.099999905,200,6.099999905,6.699999809
439872,1300000,35749,130,11.80000019,130,11.80000019,13
439873,5600000,48040,560,15.89999962,560,15.89999962,17.5
439874,900000,9260,90,3.099999905,90,3.099999905,3.400000095
439875,6350000,49713,635,16.39999962,555,16.39999962,18
439876,7500000,55760,750,18.39999962,650,18.39999962,20.20000076
439877,1800000,28837,180,9.5,180,9.5,9.899999619
439878,1800000,25532,180,8.399999619,180,8.399999619,9.199999809
439879,2500000,22894,250,7.599999905,250,7.599999905,8.399999619
439880,2500000,28521,250,9.399999619,250,9.399999619,10.30000019
439881,5700000,27073,570,8.899999619,570,8.899999619,9.800000191
439882,3180000,21372,318,7.099999905,256,7.099999905,7.800000191
439883,2400000,21612,240,7.099999905,240,7.099999905,7.800000191
439884,4200000,27837,420,9.199999809,420,9.199999809,10.10000038
439885,4300000,46879,430,15.5,430,15.5,17.10000038
439886,2050000,19231,205,6.400000095,205,6.400000095,7
439887,4250000,35391,425,11.69999981,332,12.30000019,13.5
439888,3500000,26511,350,8.800000191,350,8.800000191,9.699999809
439889,5600000,35442,560,11.69999981,467,11,11.5
439890,7800000,35433,780,11.69999981,687,11.80000019,13
439891,1800000,20898,180,6.900000095,180,6.900000095,7.599999905
439892,1970000,22454,197,7.400000095,197,7.400000095,8.100000381
439893,2150000,23567,215,7.800000191,215,7.800000191,8.600000381
439894,400000,,40,,,,
439895,750000,10400,75,3.400000095,75,3.400000095,3.700000048
439896,2200000,24400,220,8.100000381,220,8.100000381,8.899999619
439897,1200000,24729,120,8.199999809,120,8.199999809,9
439898,950000,11905,95,3.900000095,95,3.900000095,4.300000191
439899,427874,33275,42.79999924,11,,3.890149832,
439900,22534744,33275,2253.5,11,,204.8620758,
439901,5600000,36015,560,11.89999962,467,10.60000038,11.69999981
439902,2850000,25154,285,8.300000191,285,8.300000191,9.100000381
439903,500000,,50,,,,
439904,2860000,35269,286,11.69999981,286,11.69999981,12.89999962
439905,2000000,18488,200,6.099999905,200,6.099999905,6.699999809
439906,1500000,13133,150,4.300000191,150,4.300000191,4.699999809
439907,1450000,15417,145,5.099999905,145,5.099999905,5.599999905
439908,2000000,21904,200,7.199999809,200,7.199999809,7.900000095
439909,800000,13027,80,4.300000191,80,4.300000191,4.699999809
439910,2200000,20311,220,6.699999809,220,6.699999809,7.400000095
439911,2200000,22240,220,7.400000095,220,7.400000095,8.100000381
439912,1750000,25533,175,8.399999619,175,8.399999619,9.199999809
439913,1500000,21056,150,7,150,7,7.699999809
439914,3450000,34761,345,11.5,345,11.5,12.69999981
439915,3600000,37217,360,12.30000019,360,12.30000019,13.5
439916,2250000,22849,225,7.599999905,225,7.599999905,8.399999619
439917,13300000,73905,1330,24.39999962,1330,24.39999962,25.5
439918,13600000,74545,1360,24.60000038,1360,24.60000038,25.70000076
439919,14100000,74226,1410,24.5,1410,24.5,25.60000038
439920,2300000,37453,230,12.39999962,230,12.39999962,13.60000038
439921,6200000,44866,620,14.80000019,496,16.60000038,17.29999924
439922,2600000,45092,260,14.89999962,260,14.89999962,16.39999962
439923,11500000,56040,1150,18.5,1060,18.5,20.39999962
439924,7250000,47707,725,15.80000019,645,15.80000019,17.39999962
439925,5980000,44228,598,14.60000038,598,14.60000038,16.10000038
439926,6000000,46797,600,15.5,600,15.5,17.10000038
439927,11500000,55164,1150,18.20000076,1040,18.20000076,20
439928,6940000,45044,694,14.89999962,609,14.89999962,16.39999962
439929,400000,,40,,,,
439930,3000000,22081,300,7.300000191,260,7.300000191,7.599999905
439931,3110000,27211,311,9,311,9,9.399999619
439932,5500000,32718,550,10.80000019,457,10.89999962,12
439933,2500000,17052,250,5.599999905,188,5.599999905,6.199999809
439934,6900000,47147,690,15.60000038,603.2000122,14.5,16
439935,1250000,14989,125,5,125,5,5.199999809
439936,6900000,44749,690,14.80000019,605,14.80000019,16.29999924
439937,3850000,66857,385,22.10000038,385,22.10000038,24.29999924
439938,400000,,40,,,,
439939,400000,,40,,,,
439940,400000,,40,,,,
439941,3500000,36545,350,12.10000038,350,12.10000038,13.30000019
439942,13950000,109324,1395,36.09999847,1285,36.09999847,37.70000076
439943,13000000,90291,1300,29.79999924,1300,29.79999924,32.79999924
439944,4400000,38658,440,12.80000019,440,12.80000019,14.10000038
439945,2700000,33150,270,11,270,11,11.5
439946,16300000,45996,1630,15.19999981,1630,15.19999981,16.70000076
439947,9100000,36685,910,12.10000038,910,12.10000038,12.60000038
439948,5700000,49172,570,16.29999924,570,16.29999924,17.89999962
439949,13830000,70969,1383,23.5,1203,23.5,24.60000038
439950,1970000,29218,197,9.699999809,197,9.699999809,10.69999981
439951,2300000,21975,230,7.300000191,230,7.300000191,7.599999905
439952,2900000,35211,290,11.60000038,290,11.60000038,12.10000038
439953,980000,23590,98,7.800000191,98,7.800000191,8.600000381
439954,2700000,24266,270,8,208,8.899999619,9.800000191
439955,2300000,27950,230,9.199999809,230,9.199999809,10.10000038
439956,4200000,30300,420,10,354.8999939,9.399999619,10.30000019
439957,1500000,16711,150,5.5,150,5.5,6.099999905
439958,2000000,15730,200,5.199999809,200,5.199999809,5.699999809
439959,2330000,38109,233,12.60000038,233,12.60000038,13.89999962
439960,2330000,38918,233,12.89999962,233,12.89999962,14.19999981
439961,13820000,30890,1382,10.19999981,,135.3354797,
439962,6300000,46567,630,15.39999962,630,15.39999962,16.89999962
439963,180000,,18,,,,
439964,3500000,20261,350,6.699999809,350,6.699999809,7
439965,1300000,15153,130,5,130,5,5.5
439966,4500000,48040,450,15.89999962,450,15.89999962,17.5
439967,4200000,41372,420,13.69999981,420,13.69999981,15.10000038
439968,1750000,18313,175,6.099999905,175,6.099999905,6.699999809
439969,3940000,23320,394,7.699999809,332,7.900000095,8.699999809
439970,780000,25245,78,8.300000191,78,8.300000191,9.100000381
439971,3540000,27081,354,9,354,9,9.899999619
439972,31600000,66981,3160,22.10000038,2895,22.10000038,24.29999924
439973,31670000,68056,3167,22.5,2897,22.5,24.79999924
439974,28520000,63594,2852,21,2707,21,23.10000038
439975,1200000,12960,120,4.300000191,120,4.300000191,4.5
439976,2700000,19745,270,6.5,270,6.5,7.199999809
439977,3800000,29279,380,9.699999809,380,9.699999809,10.10000038
439978,4200000,35371,420,11.69999981,420,11.69999981,12.19999981
439979,1426249,33275,142.6000061,11,,12.96514988,
439980,2139374,33275,213.8999939,11,,19.4477253,
439981,1426249,33275,142.6000061,11,,12.96514988,
439982,800000,24581,80,8.100000381,80,8.100000381,8.899999619
439983,3600000,39700,360,13.10000038,360,13.10000038,13.69999981
439984,3600000,37175,360,12.30000019,360,12.30000019,12.89999962
439985,2470000,35472,247,11.69999981,247,11.69999981,12.89999962
439986,4050000,29630,405,9.800000191,405,9.800000191,10.19999981
439987,2500000,23346,250,7.699999809,250,7.699999809,8.5
439988,1000000,14639,100,4.800000191,100,4.800000191,5.300000191
439989,2000000,22535,200,7.400000095,200,7.400000095,8.100000381
439990,2100000,22696,210,7.5,210,7.5,8.300000191
439991,2600000,29671,260,9.800000191,260,9.800000191,10.80000019
439992,2750000,27157,275,9,275,9,9.899999619
439993,1800000,23914,180,7.900000095,180,7.900000095,8.699999809
439994,2950000,36972,295,12.19999981,295,12.19999981,13.39999962
439995,2300000,26752,230,8.800000191,230,8.800000191,9.699999809
439996,2900000,25871,290,8.600000381,290,8.600000381,9.5
439997,356562,33275,35.70000076,11,,3.242799997,
439998,356562,33275,35.70000076,11,,3.242799997,
439999,1426249,33275,142.6000061,11,,12.96514988,
440000,1280000,19572,128,6.5,128,6.5,6.800000191
440001,910000,11493,91,3.799999952,91,3.799999952,4.199999809
440002,8200000,40786,820,13.5,820,13.5,14.89999962
440003,1300000,12997,130,4.300000191,130,4.300000191,4.699999809
440004,3450000,30858,345,10.19999981,345,10.19999981,11.19999981
440005,12000000,65363,1200,21.60000038,1200,21.60000038,23.79999924
440006,10500000,78599,1050,26,1050,26,28.60000038
440007,2600000,28664,260,9.5,260,9.5,9.899999619
440008,1850000,38035,185,12.60000038,185,12.60000038,13.89999962
440009,1000000,24490,100,8.100000381,100,8.100000381,8.899999619
440010,1000000,12407,100,4.099999905,100,4.099999905,4.5
440011,3800000,34486,380,11.39999962,380,11.39999962,12.5
440012,1380000,25353,138,8.399999619,138,8.399999619,9.199999809
440013,2550000,31288,255,10.30000019,255,10.30000019,10.80000019
440014,1800000,16125,180,5.300000191,180,5.300000191,5.800000191
440015,2750000,36270,275,12,275,12,13.19999981
440016,12600000,47057,1260,15.60000038,1260,15.60000038,17.20000076
440017,2300000,37045,230,12.19999981,230,12.19999981,13.39999962
440018,1800000,,180,,,,
440019,2750000,34819,275,11.5,275,11.5,12.69999981
440020,350000,,35,,,,
440021,3800000,31609,380,10.39999962,380,10.39999962,10.89999962
440022,3968000,9311,396.7999878,3.099999905,,128.9103699,
440023,3700000,27884,370,9.199999809,370,9.199999809,10.10000038
440024,1150000,13950,115,4.599999905,115,4.599999905,5.099999905
440025,2750000,27284,275,9,275,9,9.899999619
440026,4500000,59297,450,19.60000038,450,19.60000038,20.5
440027,3968000,8608,396.7999878,2.799999952,,139.4343567,
440028,1420000,28230,142,9.300000191,142,9.300000191,10.19999981
440029,2200000,30967,220,10.19999981,220,10.19999981,11.19999981
440030,4239950,2103,424,0.699999988,,609.8400269,
440031,2900000,26735,290,8.800000191,197,8.300000191,9.100000381
440032,1900000,18208,190,6,190,6,6.599999905
440033,4800000,41655,480,13.80000019,480,13.80000019,15.19999981
440034,2650000,15485,265,5.099999905,265,5.099999905,5.300000191
440035,9700000,46135,970,15.30000019,860,15.30000019,16.79999924
440036,2270000,16820,227,5.599999905,187,5.599999905,5.900000095
440037,620000,,62,,,,
440038,1600000,20291,160,6.699999809,160,6.699999809,7
440039,3800000,37102,380,12.30000019,380,12.30000019,13.5
440040,1880000,16740,188,5.5,188,5.5,6.099999905
440041,400000,,40,,,,
440042,8880000,42682,888,14.10000038,888,14.10000038,14.69999981
440043,3460000,28531,346,9.399999619,280.8999939,8.699999809,9.600000381
440044,6900000,45118,690,14.89999962,610,14.89999962,16.39999962
440045,1020000,,102,,,,
440046,480000,,48,,,,
440047,320000,,32,,,,
440048,1400000,,140,,,,
440049,1200000,,120,,,,
440050,3000000,22753,300,7.5,238,8.199999809,9
440051,5600000,23321,560,7.699999809,498,7.400000095,7.699999809
440052,3000000,48583,300,16.10000038,,18.67937469,
440053,4330000,31244,433,10.30000019,340,10.60000038,11.69999981
440054,3000000,1419,300,0.5,,639.4849854,
440055,7600000,49794,760,16.5,760,16.5,18.20000076
440056,7900000,38845,790,12.80000019,790,12.80000019,14.10000038
440057,2450000,23457,245,7.800000191,245,7.800000191,8.600000381
440058,1900000,16931,190,5.599999905,190,5.599999905,6.199999809
440059,840000,27240,84,9,84,9,9.899999619
440060,3900000,26309,390,8.699999809,297,8.300000191,9.100000381
440061,2050000,42914,205,14.19999981,205,14.19999981,15.60000038
440062,3600000,35560,360,11.80000019,360,11.80000019,13
440063,250000,,25,,,,
440064,800000,,80,,,,
440065,2000000,,200,,,,
440066,1600000,,160,,,,
440067,1760000,,176,,,,
440068,350000,,35,,,,
440069,1100000,,110,,,,
440070,2010000,16887,201,5.599999905,161,5.599999905,5.900000095
440071,1450000,17899,145,5.900000095,145,5.900000095,6.199999809
440072,400000,,40,,,,
440073,400000,,40,,,,
440074,4500000,46373,450,15.30000019,450,15.30000019,16.79999924
440075,1400000,14015,140,4.599999905,140,4.599999905,5.099999905
440076,4750000,32366,475,10.69999981,382,10.80000019,11.89999962
440077,2050000,18983,205,6.300000191,205,6.300000191,6.900000095
440078,3200000,35710,320,11.80000019,320,11.80000019,13
440079,2400000,22090,240,7.300000191,240,7.300000191,8
440080,3550000,37703,355,12.5,355,12.5,13.80000019
